country,gdp.2005,pop.2005,unemp.2005,gdp.2006,pop.2006,unemp.2006,gdp.2007,pop.2007,unemp.2007,gdp.2008,pop.2008,unemp.2008
GY,2.7746153805022704,0.746163,11.0799999237061,2.91694231018393,0.746343,10.6999998092651,3.1267075927603103,0.746474,10.6540002822876,3.1815866502666403,0.746817,10.7170000076294
HK,188.64884651670002,6.8132,5.57999992370605,201.915881901268,6.8571,4.76999998092651,214.96944136231,6.9163,4.01000022888184,219.543765617888,6.9578,3.55999994277954
HN,13.268415996710301,7.458985,4.90899991989136,14.139785190677099,7.634298,3.57500004768372,15.0148013589561,7.808518,3.21099996566772,15.650167709792,7.980955,3.15599989891052
HR,58.2866554367013,4.310145,12.5979995727539,61.1970757939092,4.311159,11.1300001144409,64.2983141884647,4.310217,9.90900039672852,65.515772483174,4.309705,8.52999973297119
HT,10.3594401393249,9.195288,14.3940000534058,10.5401670221847,9.344785,15.5710000991821,11.127267580409201,9.495328,16.7999992370605,11.4030343569914,9.64658,16.0400009155273
HU,132.67336963958,10.087065,7.18900012969971,138.021450771415,10.07137,7.49399995803833,138.35571264094298,10.05578,7.4060001373291,139.819916274643,10.038188,7.81699991226196
ID,571.2049544346579,226.28947,7.94500017166138,602.626663572802,229.318262,7.55100011825562,640.863459320349,232.374245,8.0600004196167,679.4030882451669,235.469762,7.20900011062622
IE,217.464682083501,4.159914,4.34200000762939,228.492099818956,4.273591,4.41499996185303,240.657630563929,4.398942,4.98000001907349,229.875245850048,4.489544,6.77400016784668
IL,190.909184854182,6.9301,11.3420000076294,201.53220260413698,7.0537,10.7069997787476,213.16762906582198,7.1801,9.37899971008301,219.55516096220802,7.3088,7.7039999961853
IM,4.61730757370266,0.080305,NA,4.97284025687776,0.081285,NA,5.3458032761436005,0.082408,NA,5.60774763667463,0.083508,NA
IN,1193.8727374857701,1147.609927,5.59800004959106,1290.10762611685,1165.486291,5.44999980926514,1388.94038549375,1183.209472,5.32299995422363,1431.8127814208601,1200.669765,5.2810001373291
IQ,104.14647732479699,26.922284,8.97200012207031,114.72588386512601,27.448124,8.79899978637695,116.306345516024,27.911248,8.64900016784668,125.876156193636,28.385746,8.39299964904785
IR,400.129689618902,69.762347,12.1000003814697,420.135354881566,70.55476,11.1999998092651,454.400642918223,71.336475,10.6000003814697,455.540536710098,72.120604,10.4799995422363
IS,12.9479926735017,0.296734,2.54699993133545,13.6276096567311,0.303782,2.82999992370605,14.9038788244529,0.311566,2.25099992752075,15.2007612333471,0.317414,2.94600009918213
IT,2165.0231834248402,57.969484,7.73099994659424,2203.79094764615,58.143979,6.77699995040894,2236.5629273723903,58.43831,6.07499980926514,2215.0469048234304,58.826731,6.72300004959106
JM,13.5478865513215,2.740003,11.2629995346069,13.9406567646644,2.754407,10.3249998092651,14.1402805619417,2.768227,9.74499988555908,14.0254987146735,2.781876,10.3299999237061
JO,20.1386315674801,5.765635,14.8000001907349,21.7684460063253,5.99154,14,23.5482711608132,6.25528,13.1000003814697,25.2513572516829,6.556478,12.6999998092651
JP,5672.306823996861,127.773,4.40000009536743,5752.8539527765,127.854,4.09999990463257,5848.0167355637,128.001,3.90000009536743,5784.06629823942,128.063,4
KE,31.322527291253103,36.624895,2.81500005722046,33.3498760843647,37.649033,2.71300005912781,35.634585973744905,38.705932,2.62700009346008,35.7173589684514,39.791981,2.59899997711182
KG,3.85938224705086,5.1626,8.10999965667725,3.97913496995716,5.2184,8.27000045776367,4.31906748628122,5.2684,8.10000038146973,4.681938955312781,5.3187,8.22000026702881
KH,8.13833573042109,13.273354,1.34599995613098,9.01492268130467,13.477709,1.29700005054474,9.935578323299431,13.679962,1.25699996948242,10.6004252443636,13.883834,0.824000000953674
KI,0.156554009173463,0.092325,NA,0.15647683536947302,0.094343,NA,0.159661056450992,0.096527,NA,0.156321846427942,0.098761,NA
KM,0.78769558988797606,0.611627,4.51300001144409,0.808545541438264,0.626425,4.39099979400635,0.81501424818036,0.64162,4.28800010681152,0.847614589833848,0.657229,4.25400018692017
KN,0.7238324192097669,0.046852,NA,0.746631608453542,0.047333,NA,0.7511159210377211,0.047769,NA,0.797096217056364,0.048178,NA
KP,NA,23.904167,2.91599988937378,NA,24.054864,2.8050000667572,NA,24.188331,2.71099996566772,NA,24.310142,2.6800000667572
KR,926.348700517723,48.184561,3.70000004768372,975.114721518432,48.438292,3.5,1031.666971895,48.683638,3.20000004768372,1062.75094169599,49.054708,3.20000004768372
KW,108.941032798325,2.270198,1.57000005245209,117.127704117237,2.373672,1.29999995231628,124.145498953245,2.504019,1.5,127.224005582694,2.656009,1.75
KY,NA,0.049261,NA,4.479431264710261,0.05074,NA,4.62109889290453,0.05228,NA,4.60458302201703,0.053836,NA
KZ,109.482467339845,15.147029,8.13000011444092,121.197091345208,15.308084,7.78999996185303,131.983632474924,15.484192,7.26000022888184,136.339092346875,15.674,6.63000011444092
LA,4.84815605011908,5.751676,1.35000002384186,5.26603152629351,5.846074,1.14499998092651,5.66608292592663,5.944948,0.970000028610229,6.10944840532914,6.04662,0.839999973773956
LB,26.6780079209637,4.698763,8.28800010681152,27.091387655956797,4.759753,8.62899971008301,29.6137644972332,4.767344,8.97999954223633,32.2994747849131,4.764741,7.43800020217896
LC,1.3286880768907299,0.163417,18.7000007629395,1.41100372185441,0.165381,16,1.43487252289791,0.167639,14,1.50588898348876,0.170011,12.7200002670288
LI,NA,0.034713,NA,NA,0.03497,NA,NA,0.035217,NA,NA,0.035471,NA
LK,41.633334150860804,19.544988,7.67000007629395,44.8258997412981,19.695972,6.5,47.8726382029726,19.842044,5.96999979019165,50.721102373424,19.983984,5.21999979019165
LR,1.41033150746204,3.218116,2.24200010299683,1.52377725170187,3.329211,2.16199994087219,1.66907367723425,3.461911,2.09400010108948,1.78834049135975,3.60786,2.07299995422363
LS,1.88927274274494,1.996114,30.7840003967285,1.9691907718155799,1.989939,29.6350002288818,2.0643610476790197,1.986922,28.5510005950928,2.2034893540977896,1.987129,27.6679992675781
LT,35.0312333068536,3.322528,8.32499980926514,37.6284914495308,3.269909,5.78000020980835,41.8080686646641,3.231294,4.25,42.9011084416057,3.198231,5.82600021362305
LU,47.1580784875502,0.465158,4.48799991607666,49.6001523205634,0.472637,4.73099994659424,53.744023864362504,0.479993,4.06500005722046,53.056322729415704,0.48865,5.05999994277954
LV,24.4573598983801,2.238799,10.0329999923706,27.388907798630502,2.218357,7.03000020980835,30.135220876892397,2.200325,6.05200004577637,29.1325316606019,2.177322,7.73899984359741
LY,61.7140490451692,5.798614,18.92799949646,65.7257999490192,5.886872,18.6720008850098,69.9009111089382,5.974787,18.4479999542236,71.76541710849581,6.058748,18.3729991912842
MA,73.0140760045985,30.455561,11.0100002288818,78.5446233106445,30.804683,9.67000007629395,81.3185006338362,31.163673,9.5600004196167,86.13522123645039,31.536811,9.56999969482422
MC,4.86305183613947,0.033843,NA,5.14530027840382,0.03419,NA,5.88771046002917,0.034525,NA,5.92697176189845,0.034872,NA
MD,5.95397696716872,2.888111,7.28999996185303,6.23976785266749,2.880095,7.38000011444092,6.4269609032039,2.873429,5.07000017166138,6.92826386295101,2.867964,3.98000001907349
ME,3.4428926509391897,0.614261,30.3099994659424,3.73782527863659,0.615025,24.5049991607666,3.99237680520863,0.615875,19.3999996185303,4.28073628211937,0.616969,17.1499996185303
MF,NA,0.034248,NA,NA,0.035237,NA,NA,0.036137,NA,NA,0.036885,NA
MG,8.69022964980676,18.336724,2.61999988555908,9.15937243177987,18.880269,2.8199999332428,9.6824242745301,19.43353,3.03099989891052,10.3323704577161,19.996473,3.30399990081787
MH,0.15406692614967799,0.055258,NA,0.155096338814835,0.055767,NA,0.159391140494216,0.056051,NA,0.148627306001046,0.056174,NA
MK,7.73637612217433,2.060273,37.25,8.13379571016142,2.063131,36.0250015258789,8.66033590647652,2.065426,34.9339981079102,9.13422960767109,2.067313,33.7610015869141
ML,8.53330359245586,12.775516,9.78400039672852,8.93114215276767,13.203378,10.7290000915527,9.24316203656838,13.651464,11.710000038147,9.684351570685418,14.113577,10.2089996337891
MM,29.2753580775655,48.949924,0.773999989032745,33.1034335790232,49.30105,0.73199999332428,37.0730103788848,49.621475,0.698000013828278,40.8749608116237,49.929642,0.686999976634979
MN,5.25276513174542,2.526424,7.1100001335144,5.70220405040528,2.558856,7.15100002288818,6.28656685431684,2.59382,7.19999980926514,6.84609443554697,2.631898,5.56500005722046
MO,16.5257200391859,0.482858,4.09999990463257,18.72598146584,0.493799,3.79999995231628,21.4314414750733,0.504511,3.20000004768372,22.158796347977297,0.515239,3
MP,1.2371612903225802,0.056542,NA,1.15190818858561,0.055882,NA,1.0745856079404499,0.055219,NA,0.9556277915632749,0.054625,NA
MR,4.73954227674321,3.024194,9.79100036621094,5.60845198264194,3.111906,9.60700035095215,5.4979978532828,3.202517,9.44900035858154,5.47979512623373,3.296238,9.39500045776367
MT,7.76537552242283,0.403834,6.9229998588562,7.96029753426774,0.405308,6.7979998588562,8.34037832250278,0.406724,6.47200012207031,8.65951115292701,0.409379,5.97700023651123
MU,7.93933902422559,1.228254,9.52400016784668,8.32563110468563,1.233996,9.03999996185303,8.80244134201384,1.23963,8.47500038146973,9.2766255623588,1.244121,7.17000007629395
MV,1.7487995994496701,0.319608,2.92499995231628,2.20543729320646,0.327487,3.04299998283386,2.37556179874616,0.335169,3.16899991035461,2.60089173791487,0.343452,3.35599994659424
MW,4.86680993868561,12.625952,5.87099981307983,5.09555000541576,12.973699,5.73000001907349,5.58472280606858,13.341806,5.60799980163574,6.01138092801556,13.72789,5.56799983978271
MX,982.737828708375,106.005203,3.55800008773804,1026.91265960472,107.560153,3.56599998474121,1050.44380573282,109.170502,3.62800002098084,1062.45651919232,110.815271,3.87400007247925
MY,204.863376680625,25.690611,3.52999997138977,216.30468296484,26.201961,3.3199999332428,229.92925189575698,26.72037,3.23000001907349,241.03890425516101,27.236006,3.33999991416931
MZ,7.73297211284817,20.493925,3.01200008392334,8.48263535787782,21.08011,2.95300006866455,9.13832154571698,21.673316,2.90599989891052,9.80704155714656,22.276596,2.91599988937378
"NA",9.14811069401505,1.93832,21.9669990539551,9.79517259994898,1.971317,21.6949996948242,10.3215694964291,2.006514,21.4570007324219,10.595071681486798,2.043394,21.3819999694824
NC,NA,0.23225,15.3549995422363,NA,0.23575,13.9750003814697,NA,0.23925,12.6599998474121,NA,0.24275,12.4610004425049
NE,6.024873704156709,13.624467,3.09999990463257,6.3822119744264,14.143971,2.30399990081787,6.5827872872207696,14.685399,1.6690000295639,7.091729840230039,15.250908,1.19500005245209
NG,256.649465356273,138.865016,3.74000000953674,272.200955002138,142.538308,3.64599990844727,290.142074789495,146.339977,3.56500005722046,309.768656455714,150.269623,3.53900003433228
NI,7.66288182765671,5.43869,5.36999988555908,7.98106944659494,5.513763,5.30999994277954,8.386173966208709,5.590055,4.8899998664856,8.67428709438229,5.667432,6.19999980926514
NL,790.499800786484,16.319868,5.87200021743774,817.858911574005,16.346101,5.0019998550415,848.715440349521,16.381696,4.15299987792969,867.135322468553,16.445593,3.65400004386902
NO,408.849736694053,4.623291,4.38100004196167,418.66127514764503,4.660677,3.3989999294281,431.197048129248,4.709153,2.49300003051758,433.251184624934,4.768212,2.54999995231628
NP,12.8775630747127,25.7445,1.59500002861023,13.3108434662677,26.066693,1.48300004005432,13.764950914322501,26.382581,1.38300001621246,14.605251495759001,26.666576,1.32799994945526
NR,0.039240729322646,0.009849,NA,0.0416189553422003,0.009828,NA,0.0321060512639831,0.009842,NA,0.039240729322646,0.009891,NA
NZ,137.814039157927,4.1339,3.80699992179871,141.73691181543,4.1846,3.85700011253357,146.08855836543702,4.2238,3.66100001335144,144.58376249478,4.2598,4.16699981689453
OM,44.2785354603246,2.511251,4.98199987411499,46.657129142472,2.580758,4.57399988174438,48.7346237370908,2.657158,4.25099992752075,52.7309008856398,2.750963,4.14200019836426
PA,20.556984394785,3.330217,3.67799997329712,22.3356704001133,3.391666,3.55900001525879,25.0123738786907,3.453675,3.45900011062622,27.4775071183623,3.516204,3.42600011825562
PE,105.785554389544,27.866145,4.8600001335144,113.750041982731,28.102056,4.26000022888184,123.439711646329,28.333052,4.18800020217896,134.705521240862,28.562317,4.05700016021729
PF,NA,0.25878,12.3879995346069,NA,0.26101,12.0749998092651,NA,0.262721,11.7399997711182,NA,0.264061,11.7749996185303
PG,10.6928444945256,6.494903,2.40899991989136,11.271321389157801,6.646895,2.23600006103516,12.1521964978214,6.808514,2.08299994468689,12.1161703760499,6.976201,1.98099994659424
PH,163.47630750303202,86.32625,3.79500007629395,172.167389414077,87.888675,4.05200004577637,183.39148348433,89.405482,3.43400001525879,191.358903202926,90.901965,3.72000002861023
PK,150.180774567711,160.304008,0.614000022411346,159.039915093281,164.022627,0.582000017166138,166.726023587507,167.808105,0.398000001907349,169.562709265155,171.648986,0.423000007867813
PL,379.900441083806,38.165445,17.746000289917,403.19268397837703,38.141267,13.8409996032715,431.664312008755,38.12056,9.60200023651123,449.794050343249,38.125759,7.11800003051758
PR,105.342118804957,3.821362,11.3500003814697,103.857412208889,3.805214,11.0100002288818,102.649751271359,3.782995,10.9300003051758,100.75675205085001,3.760866,11.4799995422363
PS,7.63528460892947,3.320396,20.0160007476807,7.5591947141413405,3.406334,19.0139999389648,7.84555829062297,3.494496,18.2819995880127,8.42841911499314,3.591977,22.9130001068115
PT,230.94920292726098,10.50333,7.58199977874756,234.702206404714,10.522288,7.64699983596802,240.585204138036,10.542964,7.96400022506714,241.353267410255,10.558177,7.55200004577637
PW,0.207487555032911,0.019781,NA,0.206645875301275,0.01954,NA,0.210822506466282,0.019158,NA,0.198632922241884,0.018704,NA
PY,20.8912966892966,5.824096,4.82499980926514,21.8955658042224,5.913209,5.27600002288818,23.0826608078578,5.998427,4.71299982070923,24.5505150909269,6.081296,4.41499996185303
QA,53.3523709522569,0.865416,1.12699997425079,67.3148175041319,1.022711,0.870000004768372,79.42182955018009,1.218434,0.519999980926514,93.4505491906149,1.436665,0.310000002384186
RO,144.652472925674,21.319685,7.17399978637695,156.26634669362602,21.19376,7.26900005340576,167.570353781434,20.882982,6.41300010681152,183.16690944759,20.537875,5.78700017929077
RS,36.1088635435274,7.440769,20.8500003814697,37.953228515713796,7.411569,20.8500003814697,40.3972363646127,7.381579,18.0599994659424,42.681933020219,7.350222,13.7049999237061
RU,1281.5226971216398,143.518814,7.12400007247925,1386.6084329896498,143.049637,7.05499982833862,1504.46984152942,142.805114,6.0019998550415,1582.70181088997,142.742366,6.20499992370605
